manufacturing_orders.uid,manufacturing_orders.name,manufacturing_orders.release_date,manufacturing_orders.due_date,manufacturing_orders.max_cost,manufacturing_orders.problem_id
mo:7bcda918a26c4403af6175b5e05e2a8a,mo076,80,140,,pb:f2b3cd645625461c8bfb852808284b3d
mo:74f5d099623e451e80392b81f1484d15,mo077,414,474,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b10062b28fb146b1ac8632de133764d8,mo078,1,51,,pb:f2b3cd645625461c8bfb852808284b3d
mo:31e28e538df249a8943a96cc64b401fd,mo079,544,634,,pb:f2b3cd645625461c8bfb852808284b3d
mo:0dcaffd91e7f41a0b22a2dd2ef9c8927,mo080,463,553,,pb:f2b3cd645625461c8bfb852808284b3d
mo:cf54d6dcf58b49d69d8a21093315dcac,mo081,492,582,,pb:f2b3cd645625461c8bfb852808284b3d
mo:f142792139c14293a6d58dceba36e0cc,mo082,50,130,,pb:f2b3cd645625461c8bfb852808284b3d
mo:f2f6fb3af2fa457fae1e942f1724e9b4,mo083,683,743,,pb:f2b3cd645625461c8bfb852808284b3d
mo:79678d3e72724f43bbd8971645bd2e6c,mo084,413,493,,pb:f2b3cd645625461c8bfb852808284b3d
mo:59874185ff964b0a8c06d56b5caf1bcf,mo085,218,268,,pb:f2b3cd645625461c8bfb852808284b3d
mo:2fb5971196d54598ad590c98dc53f250,mo086,188,238,,pb:f2b3cd645625461c8bfb852808284b3d
mo:deb92ed917804ff6a4739a02cc7066e7,mo087,180,250,,pb:f2b3cd645625461c8bfb852808284b3d
mo:3bd6cc501d4948cf8f27ba9ccf952c08,mo088,9,99,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b3cb46e884414db0a2ae0946e83a4eb3,mo089,580,630,,pb:f2b3cd645625461c8bfb852808284b3d
mo:91b5dad8f83243c588e3a53dcf9f80e9,mo090,210,300,,pb:f2b3cd645625461c8bfb852808284b3d
mo:36f882d8d10f4861b870c5058582136f,mo091,412,492,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d737dc63a3464ad58cbbc46a236ddff0,mo092,260,310,,pb:f2b3cd645625461c8bfb852808284b3d
mo:e952b69b319844ecbbad8eea2f1f0858,mo093,715,805,,pb:f2b3cd645625461c8bfb852808284b3d
mo:27978ae2ebd74a47846d5f804904e002,mo094,151,201,,pb:f2b3cd645625461c8bfb852808284b3d
mo:1ab5eeb67fab44ff878dbe15ebb1d253,mo095,632,712,,pb:f2b3cd645625461c8bfb852808284b3d
mo:08ac653ecbd6475987b955de318ae79e,mo096,611,701,,pb:f2b3cd645625461c8bfb852808284b3d
mo:46b380a6bb8a407d9635ab1424a817c6,mo097,374,454,,pb:f2b3cd645625461c8bfb852808284b3d
mo:2decccdbd7f241a080de99d3aa11ca37,mo098,97,147,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d6871eb9c4bc46c7967e540c72ea5f90,mo099,0,50,,pb:f2b3cd645625461c8bfb852808284b3d
mo:347996c7eedf46879974a2a68313774e,mo100,505,565,,pb:f2b3cd645625461c8bfb852808284b3d
mo:2211c342fdde449ea6db9cf107938e36,mo001,437,527,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:fdfc7955fff94752896afc69dc48662c,mo002,132,222,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:a3cd09f352fc4cca8053a69045853a97,mo003,603,663,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:d8e8e4d5e1874aaa8edb0edf9445d9f1,mo004,276,336,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:222c753ac29549008530fe287f196d6b,mo005,17,67,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:b447a46515e94544b40d176bc54fae0c,mo006,688,748,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:7cbb5fe83a8e422c84b7bf7fdf14f696,mo007,196,246,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:13366c80788a4eaaa51ca26fda22e67d,mo008,708,758,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:76a590ebca344df2a8ca7e2f2427f693,mo009,603,693,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:8a868116fd1a48278a7c6187b6fdac9d,mo010,412,462,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ec385705c0744faa8039215c9a3a2696,mo011,245,315,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:234a168b07c840d784f94a6912b29115,mo012,646,736,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:b83c5314b591452a862d142872a3ee2f,mo013,313,373,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:41859b986e9a4e1486eb647b89a73c5a,mo014,572,652,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:26ba84ec2108467cb6fb19cb992d28df,mo015,239,289,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:2d7c6ea7c3184ee8876b505a8b22b8f5,mo016,245,335,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:37034bd6f4534fa4b54f63e01be19e66,mo017,221,271,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:77aa83a6a4f645788aba3665cc728dd6,mo018,301,351,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:47d8a9a7178e431abbb03fac268ff7a2,mo019,322,372,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:13bb1f87300b4e5d97235b8b69170f13,mo020,240,290,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ae481f1b021443a5b92e0db14a18ec25,mo021,175,265,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:6f9ddd0fbb8c4e60a53c4382438d2488,mo022,476,556,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:23f1ed04b9e449f6a78fbd03e4ba30b2,mo023,715,775,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:c5baf3bc3cc64db6ba1d583265bfc46a,mo024,379,439,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:a3b5fcbd7a474a2c9f653c2bc2e5f341,mo025,680,730,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e8f04b8db09d47be9ed351355d649c2a,mo026,100,160,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1a084d09a4ef451887886311e852a5c7,mo027,316,396,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:c404629ed86148239613950b29c8e7c6,mo028,151,221,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:53d7571403234eb9bc288e7ed8d162bb,mo029,668,718,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:a3aff71cbf5b4722baa9cc44233b101a,mo030,661,741,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ad6fe4e58bf64574905186e7c6c4276e,mo031,455,535,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e090ea626aa448dca8077103740923c2,mo032,668,738,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:3cf4fe368f3b4f5580c23ca64165daad,mo033,445,505,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:38be22a94c034f65999a697fbf952d7f,mo034,206,256,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:bd4d646fba7c43adb80262cc06b91ccb,mo035,307,357,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:21def6fc915c4603b08592105953f957,mo036,289,369,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5182985c6f4f447f97a4e5e645ad3dac,mo037,44,114,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:773170fdc51a4f24882487eb2c904374,mo038,695,785,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:7afccf9d403c4e9494afdb067769df13,mo039,170,220,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ce8e0a0da43c44a89556ac3a549117ba,mo040,28,108,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:65efcfff70964542bf2b68ffdcc645da,mo041,480,570,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:fa7adff7d27143e29a5cdb6cb475ccb2,mo042,9,69,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:d89c0181f61d4dbfb34eecf2a545a213,mo043,100,150,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1a265dc36daa4d09baca38bc91982a4c,mo044,105,155,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e944da1183554b399e4d2d4b1e022c06,mo045,297,347,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:aaa55a2bca8d4c389032d7151060f531,mo046,400,450,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:f89c20e6ff6546d9980a792824786e1a,mo047,712,802,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e24b9f25045f4d24b85e3010aea930dd,mo048,496,566,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:08c7cf3b827e463288a39918e66a5d4d,mo049,169,229,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:6dd5066851254454955b0fea0a4886f6,mo050,664,754,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:afacc706b9e346d4a8674b59477da81b,mo051,227,277,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:426253f19d7c47f3826ec0e76acc8708,mo052,520,600,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5c6a15968a5643e3a888dc0722b46e8e,mo053,670,730,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ed613d5be6c843a2a70053b0594bdecd,mo054,145,195,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:a8feca0ce5b74f8e89b2215ef20973ed,mo055,255,305,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e3292377b47d4fa89641ddb26ee59af4,mo056,303,353,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5169be837e164aec95cfb16dd42da9ff,mo057,414,474,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:2b89722be44e44eabb3132df89cb0ed3,mo058,68,158,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:ef9bdeb7977c43358599c72a4a1cec93,mo059,642,702,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5be90c754df842acaf51e98167cd9ad6,mo060,32,82,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:c1bcea541bbb40a6998afc78e5ad40df,mo061,171,251,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e1255fb13dad4aa89f8d5bad62a33ee1,mo062,698,788,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:647bb1ee865a4e4cbcaecaa62e112262,mo063,101,161,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:d3cbc5afec914bb0aeee04998648d96e,mo064,531,601,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:2ad0bbcfb76d4438abbc87a4714e67f0,mo065,169,229,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5dc25f9753224029999804155ba9659b,mo066,301,391,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:00360bfe31a54741b6e6e13e80e34155,mo067,705,775,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:efbdfc1bcf8840c18c33f907a62929b1,mo068,369,449,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:beeb2ba9681447fda63f0153c0f43dbd,mo069,660,740,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e8716b7df3ae4d2c895f78d96f4096e8,mo070,600,650,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:7f4f4e16a06c41879af18a142db7d6f7,mo071,3,73,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:0b4c8990b12a4d909cb7a0e661c4b735,mo072,489,569,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1abc4dfc31314552b0dd4b539b341f8d,mo073,519,569,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:4cfb056bfc8e4906ab66b108bb0e2020,mo074,614,694,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:b5fd8846adf24226b0a155d7fc29ccba,mo075,719,769,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:36a81d2574944df2aaee190a3ac1b596,mo076,353,403,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:44fa110785e842c89782c122dd81edd5,mo077,696,756,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:3ee1d5b7230e42839c88de52bb4ec77d,mo078,20,110,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1b0f3e6e2e6e4870b41e2020facae89c,mo079,296,366,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:311affdc68d941bc985c3480a224f0d1,mo080,571,641,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:dbaf81005d924e4ea4d4f0f286bc964a,mo081,235,315,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:5ab254ea43a24926970033a83b364ea7,mo082,151,231,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:51a7325f783d4c53b9d1265ddbc90312,mo083,270,320,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:4ffb271f893044b1a80c38fac4f3b39f,mo084,608,698,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:0fb7a111f681473ab4c4b1c10c7c0d50,mo085,604,674,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e7c8d3e8037d40eeb97f70e0882d2b18,mo086,143,223,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:95798efb065d40ea86371ce448d5cfff,mo087,24,74,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:6a5c775c78934c999a160aa9f7716a14,mo088,703,773,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:cb24e9a866ce4f5b81e054ce8468aa29,mo089,683,773,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:2bada91422c8450a8f038f856b6a9a59,mo090,371,421,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:b2c0bc33eb6c42e7933093884be1a214,mo091,334,404,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:3edfaac74280406dbc887967fd82d2f2,mo092,568,648,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1dcd0a6aa03644fc90ec3c7d9a84dcc4,mo093,118,208,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:17de23e1ba214e8d881aae396ec0bcc6,mo094,705,755,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e418fce402c94ac2a6d8e6fadc24cb85,mo095,83,143,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:1259388a7d104ed9a2ddd7cd8b930467,mo096,86,136,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:f30d4615515a48988e2ae5e26a75fd63,mo097,598,658,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:6201f8aea3294e10b3747ea514f744ff,mo098,148,208,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:e285995b6a0d46e7aba4a47b2719ae5a,mo099,618,688,,pb:2de1001dac8d47bb828df8a13ae94dba
mo:af4adb26b70343f9858fd2adbaa211db,mo100,386,456,,pb:2de1001dac8d47bb828df8a13ae94dba
